algorithm,seed,episode,cumulative_steps,eval_return,eval_return_std,eval_success_rate,eval_episode_length
Q-Learning,16,40,5502,-500.0,0.0,0.0,500.0
Q-Learning,16,60,6689,-500.0,0.0,0.0,500.0
Q-Learning,16,80,7764,-500.0,0.0,0.0,500.0
Q-Learning,16,100,8581,-500.0,0.0,0.0,500.0
Q-Learning,16,120,9460,-500.0,0.0,0.0,500.0
Q-Learning,16,140,10109,-500.0,0.0,0.0,500.0
Q-Learning,16,160,10731,-500.0,0.0,0.0,500.0
Q-Learning,16,180,11222,-500.0,0.0,0.0,500.0
Q-Learning,16,200,11710,-500.0,0.0,0.0,500.0
Q-Learning,16,220,12222,-13.0,0.0,1.0,13.0
Q-Learning,16,240,12651,-13.0,0.0,1.0,13.0
Q-Learning,16,260,13033,-13.0,0.0,1.0,13.0
Q-Learning,16,280,13374,-500.0,0.0,0.0,500.0
Q-Learning,16,300,13726,-13.0,0.0,1.0,13.0
Q-Learning,16,320,14071,-13.0,0.0,1.0,13.0
Q-Learning,16,340,14406,-13.0,0.0,1.0,13.0
Q-Learning,16,360,14760,-13.0,0.0,1.0,13.0
Q-Learning,16,380,15061,-13.0,0.0,1.0,13.0
Q-Learning,16,400,15408,-13.0,0.0,1.0,13.0
Q-Learning,16,420,15775,-13.0,0.0,1.0,13.0
Q-Learning,16,440,16110,-13.0,0.0,1.0,13.0
Q-Learning,16,460,16475,-13.0,0.0,1.0,13.0
Q-Learning,16,480,16811,-13.0,0.0,1.0,13.0
Q-Learning,16,500,17183,-13.0,0.0,1.0,13.0
Q-Learning,17,1,500,-500.0,0.0,0.0,500.0
Q-Learning,17,20,3653,-500.0,0.0,0.0,500.0
Q-Learning,17,40,5472,-500.0,0.0,0.0,500.0
Q-Learning,17,60,6903,-500.0,0.0,0.0,500.0
Q-Learning,17,80,7841,-500.0,0.0,0.0,500.0
Q-Learning,17,100,8698,-500.0,0.0,0.0,500.0
Q-Learning,17,120,9398,-500.0,0.0,0.0,500.0
Q-Learning,17,140,10126,-17.0,0.0,1.0,17.0
Q-Learning,17,160,10746,-500.0,0.0,0.0,500.0
Q-Learning,17,180,11278,-500.0,0.0,0.0,500.0
Q-Learning,17,200,11722,-500.0,0.0,0.0,500.0
Q-Learning,17,220,12220,-144.33333333333334,218.14157587776972,0.7333333333333333,144.33333333333334
Q-Learning,17,240,12727,-500.0,0.0,0.0,500.0
Q-Learning,17,260,13120,-15.0,0.0,1.0,15.0
Q-Learning,17,280,13528,-13.0,0.0,1.0,13.0
Q-Learning,17,300,13864,-13.0,0.0,1.0,13.0
Q-Learning,17,320,14212,-13.0,0.0,1.0,13.0
Q-Learning,17,340,14542,-13.0,0.0,1.0,13.0
Q-Learning,17,360,14913,-13.0,0.0,1.0,13.0
Q-Learning,17,380,15225,-13.0,0.0,1.0,13.0
Q-Learning,17,400,15611,-13.0,0.0,1.0,13.0
Q-Learning,17,420,15994,-13.0,0.0,1.0,13.0
Q-Learning,17,440,16347,-13.0,0.0,1.0,13.0
Q-Learning,17,460,16709,-13.0,0.0,1.0,13.0
Q-Learning,17,480,17000,-13.0,0.0,1.0,13.0
Q-Learning,17,500,17354,-13.0,0.0,1.0,13.0
Q-Learning,18,1,500,-500.0,0.0,0.0,500.0
Q-Learning,18,20,3690,-500.0,0.0,0.0,500.0
Q-Learning,18,40,5368,-500.0,0.0,0.0,500.0
Q-Learning,18,60,6692,-500.0,0.0,0.0,500.0
Q-Learning,18,80,7776,-500.0,0.0,0.0,500.0
Q-Learning,18,100,8620,-500.0,0.0,0.0,500.0
Q-Learning,18,120,9447,-500.0,0.0,0.0,500.0
Q-Learning,18,140,10193,-500.0,0.0,0.0,500.0
Q-Learning,18,160,10751,-13.0,0.0,1.0,13.0
Q-Learning,18,180,11296,-13.0,0.0,1.0,13.0
Q-Learning,18,200,11785,-500.0,0.0,0.0,500.0
Q-Learning,18,220,12235,-500.0,0.0,0.0,500.0
Q-Learning,18,240,12684,-240.26666666666668,247.11172027819845,0.5333333333333333,240.26666666666668
Q-Learning,18,260,13127,-13.0,0.0,1.0,13.0
Q-Learning,18,280,13538,-13.0,0.0,1.0,13.0
Q-Learning,18,300,13894,-13.0,0.0,1.0,13.0
Q-Learning,18,320,14250,-13.0,0.0,1.0,13.0
Q-Learning,18,340,14570,-13.0,0.0,1.0,13.0
Q-Learning,18,360,14902,-13.0,0.0,1.0,13.0
Q-Learning,18,380,15247,-13.0,0.0,1.0,13.0
Q-Learning,18,400,15572,-13.0,0.0,1.0,13.0
Q-Learning,18,420,15910,-13.0,0.0,1.0,13.0
Q-Learning,18,440,16222,-13.0,0.0,1.0,13.0
Q-Learning,18,460,16571,-13.0,0.0,1.0,13.0
Q-Learning,18,480,16940,-13.0,0.0,1.0,13.0
Q-Learning,18,500,17242,-13.0,0.0,1.0,13.0
Q-Learning,19,1,350,-500.0,0.0,0.0,500.0
Q-Learning,19,20,3745,-500.0,0.0,0.0,500.0
Q-Learning,19,40,5567,-500.0,0.0,0.0,500.0
Q-Learning,19,60,6760,-500.0,0.0,0.0,500.0
Q-Learning,19,80,7777,-500.0,0.0,0.0,500.0
Q-Learning,19,100,8655,-500.0,0.0,0.0,500.0
Q-Learning,19,120,9450,-500.0,0.0,0.0,500.0
Q-Learning,19,140,10047,-500.0,0.0,0.0,500.0
Q-Learning,19,160,10678,-500.0,0.0,0.0,500.0
Q-Learning,19,180,11263,-500.0,0.0,0.0,500.0
Q-Learning,19,200,11676,-500.0,0.0,0.0,500.0
Q-Learning,19,220,12200,-500.0,0.0,0.0,500.0
Q-Learning,19,240,12651,-500.0,0.0,0.0,500.0
Q-Learning,19,260,13040,-13.0,0.0,1.0,13.0
Q-Learning,19,280,13414,-13.0,0.0,1.0,13.0
Q-Learning,19,300,13760,-13.0,0.0,1.0,13.0
Q-Learning,19,320,14092,-13.0,0.0,1.0,13.0
Q-Learning,19,340,14438,-13.0,0.0,1.0,13.0
Q-Learning,19,360,14817,-13.0,0.0,1.0,13.0
Q-Learning,19,380,15170,-13.0,0.0,1.0,13.0
Q-Learning,19,400,15493,-13.0,0.0,1.0,13.0
Q-Learning,19,420,15844,-13.0,0.0,1.0,13.0
Q-Learning,19,440,16196,-13.0,0.0,1.0,13.0
Q-Learning,19,460,16498,-13.0,0.0,1.0,13.0
Q-Learning,19,480,16858,-13.0,0.0,1.0,13.0
Q-Learning,19,500,17190,-13.0,0.0,1.0,13.0
Q-Learning,20,1,500,-500.0,0.0,0.0,500.0
Q-Learning,20,20,3851,-500.0,0.0,0.0,500.0
Q-Learning,20,40,5556,-500.0,0.0,0.0,500.0
Q-Learning,20,60,6807,-500.0,0.0,0.0,500.0
Q-Learning,20,80,7806,-500.0,0.0,0.0,500.0
Q-Learning,20,100,8625,-500.0,0.0,0.0,500.0
Q-Learning,20,120,9385,-500.0,0.0,0.0,500.0
Q-Learning,20,140,10039,-500.0,0.0,0.0,500.0
Q-Learning,20,160,10588,-500.0,0.0,0.0,500.0
Q-Learning,20,180,11123,-500.0,0.0,0.0,500.0
Q-Learning,20,200,11588,-500.0,0.0,0.0,500.0
Q-Learning,20,220,12052,-13.0,0.0,1.0,13.0
Q-Learning,20,240,12545,-500.0,0.0,0.0,500.0
Q-Learning,20,260,12941,-17.0,0.0,1.0,17.0
Q-Learning,20,280,13316,-13.0,0.0,1.0,13.0
Q-Learning,20,300,13672,-13.0,0.0,1.0,13.0
Q-Learning,20,320,14000,-13.0,0.0,1.0,13.0
Q-Learning,20,340,14350,-13.0,0.0,1.0,13.0
Q-Learning,20,360,14717,-13.0,0.0,1.0,13.0
Q-Learning,20,380,15062,-13.0,0.0,1.0,13.0
Q-Learning,20,400,15437,-13.0,0.0,1.0,13.0
Q-Learning,20,420,15770,-13.0,0.0,1.0,13.0
Q-Learning,20,440,16127,-13.0,0.0,1.0,13.0
Q-Learning,20,460,16454,-13.0,0.0,1.0,13.0
Q-Learning,20,480,16804,-13.0,0.0,1.0,13.0
Q-Learning,20,500,17153,-13.0,0.0,1.0,13.0
Q-Learning,21,1,500,-500.0,0.0,0.0,500.0
Q-Learning,21,20,3732,-500.0,0.0,0.0,500.0
Q-Learning,21,40,5422,-500.0,0.0,0.0,500.0
Q-Learning,21,60,6738,-500.0,0.0,0.0,500.0
Q-Learning,21,80,7745,-500.0,0.0,0.0,500.0
Q-Learning,21,100,8611,-500.0,0.0,0.0,500.0
Q-Learning,21,120,9350,-500.0,0.0,0.0,500.0
Q-Learning,21,140,10018,-500.0,0.0,0.0,500.0
Q-Learning,21,160,10583,-500.0,0.0,0.0,500.0
Q-Learning,21,180,11137,-500.0,0.0,0.0,500.0
Q-Learning,21,200,11659,-500.0,0.0,0.0,500.0
Q-Learning,21,220,12123,-17.0,0.0,1.0,17.0
Q-Learning,21,240,12554,-500.0,0.0,0.0,500.0
Q-Learning,21,260,13027,-13.0,0.0,1.0,13.0
Q-Learning,21,280,13363,-13.0,0.0,1.0,13.0
Q-Learning,21,300,13676,-14.066666666666666,1.3879613761229799,1.0,14.066666666666666
Q-Learning,21,320,14000,-13.0,0.0,1.0,13.0
Q-Learning,21,340,14394,-13.0,0.0,1.0,13.0
Q-Learning,21,360,14726,-13.0,0.0,1.0,13.0
Q-Learning,21,380,15075,-13.0,0.0,1.0,13.0
Q-Learning,21,400,15400,-13.0,0.0,1.0,13.0
Q-Learning,21,420,15737,-13.0,0.0,1.0,13.0
Q-Learning,21,440,16143,-13.0,0.0,1.0,13.0
Q-Learning,21,460,16477,-13.0,0.0,1.0,13.0
Q-Learning,21,480,16825,-13.0,0.0,1.0,13.0
Q-Learning,21,500,17216,-13.0,0.0,1.0,13.0
Q-Learning,22,1,500,-500.0,0.0,0.0,500.0
Q-Learning,22,20,3848,-500.0,0.0,0.0,500.0
Q-Learning,22,40,5625,-500.0,0.0,0.0,500.0
Q-Learning,22,60,6873,-500.0,0.0,0.0,500.0
Q-Learning,22,80,7788,-500.0,0.0,0.0,500.0
Q-Learning,22,100,8743,-500.0,0.0,0.0,500.0
Q-Learning,22,120,9435,-500.0,0.0,0.0,500.0
Q-Learning,22,140,10065,-500.0,0.0,0.0,500.0
Q-Learning,22,160,10651,-500.0,0.0,0.0,500.0
Q-Learning,22,180,11185,-500.0,0.0,0.0,500.0
Q-Learning,22,200,11671,-500.0,0.0,0.0,500.0
Q-Learning,22,220,12174,-500.0,0.0,0.0,500.0
Q-Learning,22,240,12637,-500.0,0.0,0.0,500.0
Q-Learning,22,260,13045,-500.0,0.0,0.0,500.0
Q-Learning,22,280,13400,-13.0,0.0,1.0,13.0
Q-Learning,22,300,13738,-13.0,0.0,1.0,13.0
Q-Learning,22,320,14098,-13.0,0.0,1.0,13.0
Q-Learning,22,340,14454,-13.0,0.0,1.0,13.0
Q-Learning,22,360,14789,-13.0,0.0,1.0,13.0
Q-Learning,22,380,15108,-13.0,0.0,1.0,13.0
Q-Learning,22,400,15441,-13.0,0.0,1.0,13.0
Q-Learning,22,420,15794,-13.0,0.0,1.0,13.0
Q-Learning,22,440,16150,-13.0,0.0,1.0,13.0
Q-Learning,22,460,16477,-13.0,0.0,1.0,13.0
Q-Learning,22,480,16878,-13.0,0.0,1.0,13.0
Q-Learning,22,500,17206,-13.0,0.0,1.0,13.0
Q-Learning,23,1,500,-500.0,0.0,0.0,500.0
Q-Learning,23,20,3634,-500.0,0.0,0.0,500.0
Q-Learning,23,40,5616,-500.0,0.0,0.0,500.0
Q-Learning,23,60,6863,-500.0,0.0,0.0,500.0
Q-Learning,23,80,7852,-500.0,0.0,0.0,500.0
Q-Learning,23,100,8640,-500.0,0.0,0.0,500.0
Q-Learning,23,120,9376,-500.0,0.0,0.0,500.0
Q-Learning,23,140,10030,-500.0,0.0,0.0,500.0
Q-Learning,23,160,10594,-500.0,0.0,0.0,500.0
Q-Learning,23,180,11158,-500.0,0.0,0.0,500.0
Q-Learning,23,200,11646,-500.0,0.0,0.0,500.0
Q-Learning,23,220,12078,-500.0,0.0,0.0,500.0
Q-Learning,23,240,12531,-500.0,0.0,0.0,500.0
Q-Learning,23,260,12946,-13.0,0.0,1.0,13.0
Q-Learning,23,280,13317,-14.6,1.9930915164897594,1.0,14.6
Q-Learning,23,300,13661,-13.0,0.0,1.0,13.0
Q-Learning,23,320,13999,-13.0,0.0,1.0,13.0
Q-Learning,23,340,14298,-13.0,0.0,1.0,13.0
Q-Learning,23,360,14613,-13.0,0.0,1.0,13.0
Q-Learning,23,380,14935,-13.0,0.0,1.0,13.0
Q-Learning,23,400,15249,-13.0,0.0,1.0,13.0
Q-Learning,23,420,15621,-13.0,0.0,1.0,13.0
Q-Learning,23,440,15932,-13.0,0.0,1.0,13.0
Q-Learning,23,460,16251,-13.0,0.0,1.0,13.0
Q-Learning,23,480,16583,-13.0,0.0,1.0,13.0
Q-Learning,23,500,16914,-13.0,0.0,1.0,13.0
Q-Learning,24,1,159,-500.0,0.0,0.0,500.0
Q-Learning,24,20,3795,-500.0,0.0,0.0,500.0
Q-Learning,24,40,5353,-500.0,0.0,0.0,500.0
Q-Learning,24,60,6547,-500.0,0.0,0.0,500.0
Q-Learning,24,80,7556,-500.0,0.0,0.0,500.0
Q-Learning,24,100,8432,-500.0,0.0,0.0,500.0
Q-Learning,24,120,9274,-500.0,0.0,0.0,500.0
Q-Learning,24,140,9899,-500.0,0.0,0.0,500.0
Q-Learning,24,160,10565,-500.0,0.0,0.0,500.0
Q-Learning,24,180,11086,-500.0,0.0,0.0,500.0
Q-Learning,24,200,11647,-13.0,0.0,1.0,13.0
Q-Learning,24,220,12156,-500.0,0.0,0.0,500.0
Q-Learning,24,240,12588,-13.0,0.0,1.0,13.0
Q-Learning,24,260,13003,-13.0,0.0,1.0,13.0
Q-Learning,24,280,13330,-13.0,0.0,1.0,13.0
Q-Learning,24,300,13663,-13.0,0.0,1.0,13.0
Q-Learning,24,320,14038,-13.0,0.0,1.0,13.0
Q-Learning,24,340,14401,-13.0,0.0,1.0,13.0
Q-Learning,24,360,14774,-13.0,0.0,1.0,13.0
Q-Learning,24,380,15097,-13.0,0.0,1.0,13.0
Q-Learning,24,400,15452,-13.0,0.0,1.0,13.0
Q-Learning,24,420,15815,-13.0,0.0,1.0,13.0
Q-Learning,24,440,16183,-13.0,0.0,1.0,13.0
Q-Learning,24,460,16504,-13.0,0.0,1.0,13.0
Q-Learning,24,480,16853,-13.0,0.0,1.0,13.0
Q-Learning,24,500,17195,-13.0,0.0,1.0,13.0
Q-Learning,25,1,500,-500.0,0.0,0.0,500.0
Q-Learning,25,20,3713,-500.0,0.0,0.0,500.0
Q-Learning,25,40,5439,-500.0,0.0,0.0,500.0
Q-Learning,25,60,6725,-500.0,0.0,0.0,500.0
Q-Learning,25,80,7644,-500.0,0.0,0.0,500.0
Q-Learning,25,100,8523,-500.0,0.0,0.0,500.0
Q-Learning,25,120,9288,-500.0,0.0,0.0,500.0
Q-Learning,25,140,10014,-500.0,0.0,0.0,500.0
Q-Learning,25,160,10582,-500.0,0.0,0.0,500.0
Q-Learning,25,180,11178,-500.0,0.0,0.0,500.0
Q-Learning,25,200,11682,-15.0,0.0,1.0,15.0
Q-Learning,25,220,12177,-13.0,0.0,1.0,13.0
Q-Learning,25,240,12568,-15.0,0.0,1.0,15.0
Q-Learning,25,260,12941,-13.0,0.0,1.0,13.0
Q-Learning,25,280,13326,-13.0,0.0,1.0,13.0
Q-Learning,25,300,13692,-13.0,0.0,1.0,13.0
Q-Learning,25,320,14044,-13.0,0.0,1.0,13.0
Q-Learning,25,340,14407,-13.0,0.0,1.0,13.0
Q-Learning,25,360,14741,-13.0,0.0,1.0,13.0
Q-Learning,25,380,15068,-13.0,0.0,1.0,13.0
Q-Learning,25,400,15391,-13.0,0.0,1.0,13.0
Q-Learning,25,420,15718,-13.0,0.0,1.0,13.0
Q-Learning,25,440,16056,-13.0,0.0,1.0,13.0
Q-Learning,25,460,16406,-13.0,0.0,1.0,13.0
Q-Learning,25,480,16771,-13.0,0.0,1.0,13.0
Q-Learning,25,500,17112,-13.0,0.0,1.0,13.0
Q-Learning,26,1,500,-500.0,0.0,0.0,500.0
Q-Learning,26,20,3917,-500.0,0.0,0.0,500.0
Q-Learning,26,40,5570,-500.0,0.0,0.0,500.0
Q-Learning,26,60,6754,-500.0,0.0,0.0,500.0
Q-Learning,26,80,7848,-500.0,0.0,0.0,500.0
Q-Learning,26,100,8646,-500.0,0.0,0.0,500.0
Q-Learning,26,120,9390,-500.0,0.0,0.0,500.0
Q-Learning,26,140,10056,-500.0,0.0,0.0,500.0
Q-Learning,26,160,10641,-500.0,0.0,0.0,500.0
Q-Learning,26,180,11207,-500.0,0.0,0.0,500.0
Q-Learning,26,200,11721,-500.0,0.0,0.0,500.0
Q-Learning,26,220,12191,-500.0,0.0,0.0,500.0
Q-Learning,26,240,12636,-500.0,0.0,0.0,500.0
Q-Learning,26,260,13028,-15.0,0.0,1.0,15.0
Q-Learning,26,280,13440,-13.0,0.0,1.0,13.0
Q-Learning,26,300,13801,-13.0,0.0,1.0,13.0
Q-Learning,26,320,14121,-13.0,0.0,1.0,13.0
Q-Learning,26,340,14456,-13.0,0.0,1.0,13.0
Q-Learning,26,360,14773,-13.0,0.0,1.0,13.0
Q-Learning,26,380,15120,-13.0,0.0,1.0,13.0
Q-Learning,26,400,15482,-13.0,0.0,1.0,13.0
Q-Learning,26,420,15811,-13.0,0.0,1.0,13.0
Q-Learning,26,440,16161,-13.0,0.0,1.0,13.0
Q-Learning,26,460,16503,-13.0,0.0,1.0,13.0
Q-Learning,26,480,16830,-13.0,0.0,1.0,13.0
Q-Learning,26,500,17159,-13.0,0.0,1.0,13.0
Q-Learning,27,1,423,-500.0,0.0,0.0,500.0
Q-Learning,27,20,3873,-500.0,0.0,0.0,500.0
Q-Learning,27,40,5799,-500.0,0.0,0.0,500.0
Q-Learning,27,60,6958,-500.0,0.0,0.0,500.0
Q-Learning,27,80,7879,-500.0,0.0,0.0,500.0
Q-Learning,27,100,8667,-500.0,0.0,0.0,500.0
Q-Learning,27,120,9464,-500.0,0.0,0.0,500.0
Q-Learning,27,140,10123,-500.0,0.0,0.0,500.0
Q-Learning,27,160,10695,-500.0,0.0,0.0,500.0
Q-Learning,27,180,11231,-500.0,0.0,0.0,500.0
Q-Learning,27,200,11693,-15.333333333333334,3.447471170476175,1.0,15.333333333333334
Q-Learning,27,220,12166,-15.0,0.0,1.0,15.0
Q-Learning,27,240,12603,-13.0,0.0,1.0,13.0
Q-Learning,27,260,12969,-500.0,0.0,0.0,500.0
Q-Learning,27,280,13420,-13.0,0.0,1.0,13.0
Q-Learning,27,300,13779,-256.5,247.662694697501,0.5,256.5
Q-Learning,27,320,14086,-13.0,0.0,1.0,13.0
Q-Learning,27,340,14477,-13.0,0.0,1.0,13.0
Q-Learning,27,360,14887,-13.0,0.0,1.0,13.0
Q-Learning,27,380,15229,-13.0,0.0,1.0,13.0
Q-Learning,27,400,15572,-13.0,0.0,1.0,13.0
Q-Learning,27,420,15898,-13.0,0.0,1.0,13.0
Q-Learning,27,440,16227,-13.0,0.0,1.0,13.0
Q-Learning,27,460,16593,-13.0,0.0,1.0,13.0
Q-Learning,27,480,16976,-13.0,0.0,1.0,13.0
Q-Learning,27,500,17358,-13.0,0.0,1.0,13.0
Q-Learning,28,1,500,-500.0,0.0,0.0,500.0
Q-Learning,28,20,3823,-500.0,0.0,0.0,500.0
Q-Learning,28,40,5562,-500.0,0.0,0.0,500.0
Q-Learning,28,60,6803,-500.0,0.0,0.0,500.0
Q-Learning,28,80,7863,-500.0,0.0,0.0,500.0
Q-Learning,28,100,8708,-500.0,0.0,0.0,500.0
Q-Learning,28,120,9440,-500.0,0.0,0.0,500.0
Q-Learning,28,140,10157,-17.0,0.0,1.0,17.0
Q-Learning,28,160,10803,-500.0,0.0,0.0,500.0
Q-Learning,28,180,11309,-500.0,0.0,0.0,500.0
Q-Learning,28,200,11855,-500.0,0.0,0.0,500.0
Q-Learning,28,220,12288,-13.0,0.0,1.0,13.0
Q-Learning,28,240,12673,-17.0,0.0,1.0,17.0
Q-Learning,28,260,13079,-500.0,0.0,0.0,500.0
Q-Learning,28,280,13448,-500.0,0.0,0.0,500.0
Q-Learning,28,300,13826,-13.0,0.0,1.0,13.0
Q-Learning,28,320,14157,-13.0,0.0,1.0,13.0
Q-Learning,28,340,14516,-13.0,0.0,1.0,13.0
Q-Learning,28,360,14857,-13.0,0.0,1.0,13.0
Q-Learning,28,380,15145,-13.0,0.0,1.0,13.0
Q-Learning,28,400,15465,-13.0,0.0,1.0,13.0
Q-Learning,28,420,15855,-13.0,0.0,1.0,13.0
Q-Learning,28,440,16214,-13.0,0.0,1.0,13.0
Q-Learning,28,460,16519,-13.0,0.0,1.0,13.0
Q-Learning,28,480,16880,-13.0,0.0,1.0,13.0
Q-Learning,28,500,17185,-13.0,0.0,1.0,13.0
Q-Learning,29,1,500,-500.0,0.0,0.0,500.0
Q-Learning,29,20,3605,-500.0,0.0,0.0,500.0
Q-Learning,29,40,5441,-500.0,0.0,0.0,500.0
Q-Learning,29,60,6670,-500.0,0.0,0.0,500.0
Q-Learning,29,80,7682,-500.0,0.0,0.0,500.0
Q-Learning,29,100,8593,-500.0,0.0,0.0,500.0
Q-Learning,29,120,9307,-500.0,0.0,0.0,500.0
Q-Learning,29,140,9973,-500.0,0.0,0.0,500.0
Q-Learning,29,160,10564,-500.0,0.0,0.0,500.0
Q-Learning,29,180,11160,-15.0,0.0,1.0,15.0
Q-Learning,29,200,11658,-500.0,0.0,0.0,500.0
Q-Learning,29,220,12102,-500.0,0.0,0.0,500.0
Q-Learning,29,240,12588,-500.0,0.0,0.0,500.0
Q-Learning,29,260,13059,-13.0,0.0,1.0,13.0
Q-Learning,29,280,13387,-13.0,0.0,1.0,13.0
Q-Learning,29,300,13730,-13.0,0.0,1.0,13.0
Q-Learning,29,320,14061,-13.0,0.0,1.0,13.0
Q-Learning,29,340,14407,-13.0,0.0,1.0,13.0
Q-Learning,29,360,14719,-13.0,0.0,1.0,13.0
Q-Learning,29,380,15068,-13.0,0.0,1.0,13.0
Q-Learning,29,400,15420,-13.0,0.0,1.0,13.0
Q-Learning,29,420,15807,-13.0,0.0,1.0,13.0
Q-Learning,29,440,16126,-13.0,0.0,1.0,13.0
Q-Learning,29,460,16453,-13.0,0.0,1.0,13.0
Q-Learning,29,480,16800,-13.0,0.0,1.0,13.0
Q-Learning,29,500,17202,-13.0,0.0,1.0,13.0
