algorithm,seed,episode,cumulative_steps,eval_return,eval_return_std,eval_success_rate,eval_episode_length
Expected SARSA,27,3600,476771,-124.52,101.67118669555121,0.36,132.08
Expected SARSA,27,4000,503493,-124.0,102.36908015327954,0.36,131.56
Expected SARSA,27,4400,530197,-128.84,100.15831549734304,0.34,135.98
Expected SARSA,27,4800,548419,-103.54,105.58586988024177,0.46,113.2
Expected SARSA,27,5200,560985,-24.78,77.2642668947005,0.84,42.42
Expected SARSA,27,5600,569956,-29.06,80.93192150423309,0.82,46.28
Expected SARSA,27,6000,578428,4.22,29.63539665153611,0.98,16.36
Expected SARSA,27,6400,585845,-8.58,57.08643285691032,0.92,27.9
Expected SARSA,27,6800,592759,-0.36,41.260130481457985,0.96,20.52
Expected SARSA,27,7200,599548,-0.3,41.25641570392044,0.96,20.46
Expected SARSA,27,7600,606055,-4.4,49.973053963601025,0.94,24.14
Expected SARSA,27,8000,613496,-12.76,63.094215265743664,0.9,31.66
Expected SARSA,27,8400,622868,-12.98,63.015220059789314,0.9,31.88
Expected SARSA,27,8800,631399,-4.32,49.987933237810054,0.94,24.06
Expected SARSA,27,9200,640168,-4.88,49.85351603672994,0.94,24.62
Expected SARSA,27,9600,649649,-7.88,57.30927196415276,0.92,27.2
Expected SARSA,27,10000,658269,7.76,2.470726572471824,1.0,13.24
Expected SARSA,28,1,200,-741.34,154.33605131236797,0.06,195.76
Expected SARSA,28,400,78227,-200.0,0.0,0.0,200.0
Expected SARSA,28,800,151842,-200.0,0.0,0.0,200.0
Expected SARSA,28,1200,218490,-200.0,0.0,0.0,200.0
Expected SARSA,28,1600,279967,-195.72,30.26417023478423,0.02,196.14
Expected SARSA,28,2000,332901,-187.3,50.77853073567085,0.06,188.56
Expected SARSA,28,2400,378447,-170.5,73.85956061254055,0.14,173.44
Expected SARSA,28,2800,416545,-162.2,81.50347432183867,0.18,165.98
Expected SARSA,28,3200,451158,-145.14,93.49691908052917,0.26,150.6
Expected SARSA,28,3600,481009,-153.62,88.22117150684872,0.22,158.24
Expected SARSA,28,4000,508321,-149.58,90.63857132724952,0.24,154.62
Expected SARSA,28,4400,531909,-115.96,103.98213347317247,0.4,124.36
Expected SARSA,28,4800,552167,-66.38,101.25254141431287,0.64,79.82
Expected SARSA,28,5200,566414,-49.72,94.6876799520079,0.72,64.84
Expected SARSA,28,5600,576754,-4.5,49.95109853544724,0.94,24.24
Expected SARSA,28,6000,585393,0.24,41.35834441876542,0.96,19.92
Expected SARSA,28,6400,592956,-4.98,49.84117222718174,0.94,24.72
Expected SARSA,28,6800,599877,-9.04,56.935681577853224,0.92,28.36
Expected SARSA,28,7200,606649,4.06,29.537530605751634,0.98,16.52
Expected SARSA,28,7600,613754,-4.7,49.90204690906262,0.94,24.44
Expected SARSA,28,8000,620833,8.58,2.5078651788128568,1.0,12.42
Expected SARSA,28,8400,627530,3.98,29.513393707997476,0.98,16.6
Expected SARSA,28,8800,635466,-8.0,57.250612687212566,0.92,27.32
Expected SARSA,28,9200,642932,8.56,2.6661904336658755,1.0,12.44
Expected SARSA,28,9600,649821,-0.34,41.26154012973281,0.96,20.5
Expected SARSA,28,10000,657493,8.06,2.999387692615319,1.0,12.94
Expected SARSA,29,1,200,-761.38,121.00816130344603,0.08,194.26
Expected SARSA,29,400,78270,-195.7,30.405591591021544,0.02,196.12
Expected SARSA,29,800,152860,-195.74,30.122748878546915,0.02,196.16
Expected SARSA,29,1200,219232,-200.0,0.0,0.0,200.0
Expected SARSA,29,1600,278584,-187.18,51.2583253566418,0.06,188.44
Expected SARSA,29,2000,331041,-178.76,64.36742743255873,0.1,180.86
Expected SARSA,29,2400,372660,-178.68,64.61043069893623,0.1,180.78
Expected SARSA,29,2800,411520,-153.48,88.48803447301765,0.22,158.1
Expected SARSA,29,3200,444957,-153.74,87.99114287523373,0.22,158.36
Expected SARSA,29,3600,474965,-153.44,88.56432229556928,0.22,158.06
Expected SARSA,29,4000,501039,-132.8,98.95927836999522,0.32,139.52
Expected SARSA,29,4400,525496,-120.42,102.68896767244598,0.38,128.4
Expected SARSA,29,4800,545911,-120.56,102.50896625790989,0.38,128.54
Expected SARSA,29,5200,561675,-74.94,103.16193135858136,0.6,87.54
Expected SARSA,29,5600,573620,-50.24,94.36805062939384,0.72,65.36
Expected SARSA,29,6000,583350,-24.48,77.41044595438747,0.84,42.12
Expected SARSA,29,6400,590577,-4.4,49.96325180182176,0.94,24.14
Expected SARSA,29,6800,597470,7.74,2.4810300691611205,1.0,13.26
Expected SARSA,29,7200,604248,-0.2,41.28002926751059,0.96,20.36
Expected SARSA,29,7600,610971,3.72,29.506858421010378,0.98,16.86
Expected SARSA,29,8000,617789,-4.4,49.96651940274098,0.94,24.14
Expected SARSA,29,8400,625692,-12.82,63.06319797453591,0.9,31.72
Expected SARSA,29,8800,632446,3.76,29.498917309775617,0.98,16.82
Expected SARSA,29,9200,640524,0.18,41.344096140976234,0.96,19.98
Expected SARSA,29,9600,648338,4.44,29.577404503148298,0.98,16.14
Expected SARSA,29,10000,656860,7.74,2.7760638703468077,1.0,13.26
