algorithm,seed,episode,cumulative_steps,eval_return,eval_return_std,eval_success_rate,eval_episode_length,setting
SARSA,6,1000,7796,0.1,0.30151134457776363,0.1,15.78,slippery
SARSA,6,1200,9507,0.06,0.238683256575942,0.06,9.71,slippery
SARSA,6,1400,11371,0.29,0.4560480215720686,0.29,21.54,slippery
SARSA,6,1600,13130,0.15,0.3588702812826367,0.15,11.71,slippery
SARSA,6,1800,14775,0.11,0.3144660377352202,0.11,15.86,slippery
SARSA,6,2000,16692,0.18,0.38612291966536916,0.18,13.1,slippery
SARSA,6,2200,18545,0.25,0.4351941398892446,0.25,29.82,slippery
SARSA,6,2400,20808,0.19,0.3942772444036625,0.19,14.24,slippery
SARSA,6,2600,23309,0.37,0.4852365870939097,0.37,26.57,slippery
SARSA,6,2800,26109,0.08,0.2726599243442907,0.08,12.38,slippery
SARSA,6,3000,28802,0.5,0.502518907629606,0.5,32.38,slippery
SARSA,6,3200,31606,0.34,0.47609522856952335,0.34,23.36,slippery
SARSA,6,3400,35257,0.53,0.5016135580465918,0.53,40.77,slippery
SARSA,6,3600,39422,0.58,0.49604496374885826,0.58,27.05,slippery
SARSA,6,3800,43751,0.23,0.4229525846816507,0.23,15.93,slippery
SARSA,6,4000,49174,0.75,0.4351941398892446,0.75,42.68,slippery
SARSA,6,4200,56970,0.69,0.46482319871173167,0.69,39.19,slippery
SARSA,6,4400,62607,0.4,0.49236596391733095,0.4,26.76,slippery
SARSA,6,4600,68477,0.58,0.49604496374885826,0.58,32.91,slippery
SARSA,6,4800,74244,0.42,0.49604496374885826,0.42,31.56,slippery
SARSA,6,5000,79981,0.24,0.42923469599092784,0.24,20.75,slippery
SARSA,7,1,6,0.03,0.1714466079977653,0.03,8.38,slippery
SARSA,7,200,1597,0.05,0.2190429135575903,0.05,13.5,slippery
SARSA,7,400,3229,0.15,0.3588702812826367,0.15,15.62,slippery
SARSA,7,600,4804,0.09,0.28762349126466136,0.09,8.86,slippery
SARSA,7,800,6427,0.07,0.2564323999762428,0.07,9.08,slippery
SARSA,7,1000,7802,0.29,0.4560480215720686,0.29,19.43,slippery
SARSA,7,1200,9697,0.13,0.3379976689896311,0.13,12.44,slippery
SARSA,7,1400,11601,0.3,0.4605661864718382,0.3,24.95,slippery
SARSA,7,1600,13558,0.1,0.30151134457776363,0.1,10.9,slippery
SARSA,7,1800,15546,0.33,0.4725815626252608,0.33,25.41,slippery
SARSA,7,2000,17618,0.12,0.32659863237109044,0.12,10.99,slippery
SARSA,7,2200,19556,0.05,0.21904291355759034,0.05,6.69,slippery
SARSA,7,2400,21527,0.14,0.34873508801977704,0.14,8.87,slippery
SARSA,7,2600,23711,0.21,0.40936018074033237,0.21,15.89,slippery
SARSA,7,2800,26277,0.54,0.5009082659620331,0.54,28.44,slippery
SARSA,7,3000,29045,0.66,0.47609522856952335,0.66,36.51,slippery
SARSA,7,3200,32143,0.08,0.2726599243442907,0.08,10.8,slippery
SARSA,7,3400,35506,0.5,0.502518907629606,0.5,32.99,slippery
SARSA,7,3600,39269,0.22,0.4163331998932266,0.22,17.04,slippery
SARSA,7,3800,43593,0.2,0.4020151261036849,0.2,14.27,slippery
SARSA,7,4000,48870,0.49,0.5024183937956913,0.49,35.11,slippery
SARSA,7,4200,54277,0.44,0.4988876515698589,0.44,28.39,slippery
SARSA,7,4400,59553,0.42,0.49604496374885826,0.42,23.9,slippery
SARSA,7,4600,66143,0.68,0.4688261722621507,0.68,39.45,slippery
SARSA,7,4800,72145,0.74,0.44084400227680803,0.74,38.67,slippery
SARSA,7,5000,78964,0.77,0.4229525846816507,0.77,42.2,slippery
SARSA,8,1,10,0.03,0.1714466079977653,0.03,7.39,slippery
SARSA,8,200,1501,0.01,0.09999999999999999,0.01,10.1,slippery
SARSA,8,400,3029,0.09,0.2876234912646614,0.09,13.04,slippery
SARSA,8,600,4665,0.05,0.21904291355759029,0.05,7.85,slippery
SARSA,8,800,6161,0.05,0.21904291355759034,0.05,9.35,slippery
SARSA,8,1000,7772,0.09,0.2876234912646614,0.09,12.24,slippery
SARSA,8,1200,9408,0.27,0.4461960433384737,0.27,27.87,slippery
SARSA,8,1400,11198,0.04,0.19694638556693236,0.04,5.69,slippery
SARSA,8,1600,13130,0.11,0.31446603773522014,0.11,14.38,slippery
SARSA,8,1800,14871,0.06,0.238683256575942,0.06,14.17,slippery
SARSA,8,2000,16711,0.11,0.3144660377352202,0.11,9.62,slippery
SARSA,8,2200,18756,0.6,0.49236596391733095,0.6,39.69,slippery
SARSA,8,2400,20905,0.28,0.45126085985421294,0.28,22.32,slippery
SARSA,8,2600,23335,0.28,0.4512608598542129,0.28,27.36,slippery
SARSA,8,2800,26102,0.13,0.3379976689896311,0.13,19.41,slippery
SARSA,8,3000,28633,0.12,0.3265986323710904,0.12,14.48,slippery
SARSA,8,3200,31039,0.32,0.4688261722621506,0.32,14.13,slippery
SARSA,8,3400,34690,0.33,0.4725815626252608,0.33,18.23,slippery
SARSA,8,3600,37528,0.11,0.3144660377352202,0.11,15.19,slippery
SARSA,8,3800,41781,0.38,0.4878317312145633,0.38,20.39,slippery
SARSA,8,4000,47838,0.55,0.5,0.55,34.23,slippery
SARSA,8,4200,53878,0.62,0.4878317312145634,0.62,38.84,slippery
SARSA,8,4400,61240,0.57,0.497569851956243,0.57,40.78,slippery
SARSA,8,4600,67594,0.47,0.5016135580465918,0.47,25.54,slippery
SARSA,8,4800,73568,0.5,0.502518907629606,0.5,32.24,slippery
SARSA,8,5000,79443,0.41,0.4943110704237103,0.41,29.8,slippery
SARSA,9,1,9,0.03,0.1714466079977653,0.03,7.46,slippery
SARSA,9,200,1520,0.06,0.238683256575942,0.06,8.04,slippery
SARSA,9,400,3056,0.06,0.238683256575942,0.06,15.4,slippery
SARSA,9,600,4610,0.08,0.27265992434429076,0.08,11.31,slippery
SARSA,9,800,6172,0.16,0.3684529491774707,0.16,23.04,slippery
SARSA,9,1000,7827,0.02,0.14070529413628968,0.02,6.79,slippery
SARSA,9,1200,9512,0.17,0.3775251680686369,0.17,12.03,slippery
SARSA,9,1400,11328,0.24,0.42923469599092784,0.24,16.53,slippery
SARSA,9,1600,13069,0.16,0.3684529491774706,0.16,27.75,slippery
SARSA,9,1800,15086,0.18,0.38612291966536916,0.18,16.88,slippery
SARSA,9,2000,17028,0.12,0.32659863237109044,0.12,14.49,slippery
SARSA,9,2200,19116,0.34,0.4760952285695233,0.34,26.84,slippery
SARSA,9,2400,21111,0.18,0.38612291966536916,0.18,21.77,slippery
SARSA,9,2600,23693,0.48,0.5021167315686782,0.48,29.45,slippery
SARSA,9,2800,26473,0.37,0.4852365870939097,0.37,19.71,slippery
SARSA,9,3000,29054,0.41,0.4943110704237103,0.41,29.19,slippery
SARSA,9,3200,32311,0.37,0.48523658709390977,0.37,35.98,slippery
SARSA,9,3400,35433,0.36,0.48241815132442184,0.36,22.93,slippery
SARSA,9,3600,39010,0.14,0.34873508801977704,0.14,29.69,slippery
SARSA,9,3800,43593,0.3,0.4605661864718382,0.3,26.04,slippery
SARSA,9,4000,49727,0.52,0.5021167315686782,0.52,35.14,slippery
SARSA,9,4200,56706,0.44,0.4988876515698589,0.44,40.32,slippery
SARSA,9,4400,63329,0.38,0.48783173121456336,0.38,28.67,slippery
SARSA,9,4600,68852,0.45,0.5,0.45,32.45,slippery
SARSA,9,4800,74747,0.36,0.4824181513244218,0.36,30.31,slippery
SARSA,9,5000,81044,0.51,0.5024183937956914,0.51,36.19,slippery
SARSA,10,1,6,0.02,0.14070529413628965,0.02,8.62,slippery
SARSA,10,200,1533,0.01,0.09999999999999999,0.01,7.34,slippery
SARSA,10,400,3061,0.01,0.09999999999999999,0.01,6.32,slippery
SARSA,10,600,4628,0.16,0.3684529491774707,0.16,26.86,slippery
SARSA,10,800,6111,0.05,0.21904291355759029,0.05,8.93,slippery
SARSA,10,1000,7690,0.11,0.3144660377352202,0.11,13.35,slippery
SARSA,10,1200,9322,0.09,0.2876234912646614,0.09,12.7,slippery
SARSA,10,1400,10931,0.08,0.2726599243442907,0.08,10.61,slippery
SARSA,10,1600,12750,0.06,0.238683256575942,0.06,11.61,slippery
SARSA,10,1800,14603,0.35,0.4793724854411022,0.35,23.31,slippery
SARSA,10,2000,16678,0.24,0.42923469599092784,0.24,21.75,slippery
SARSA,10,2200,18781,0.14,0.348735088019777,0.14,16.59,slippery
SARSA,10,2400,21024,0.63,0.4852365870939097,0.63,42.03,slippery
SARSA,10,2600,23279,0.34,0.4760952285695233,0.34,21.51,slippery
SARSA,10,2800,26104,0.19,0.3942772444036626,0.19,16.65,slippery
SARSA,10,3000,28888,0.78,0.4163331998932266,0.78,41.2,slippery
SARSA,10,3200,32134,0.27,0.44619604333847374,0.27,20.04,slippery
SARSA,10,3400,35551,0.47,0.5016135580465918,0.47,31.2,slippery
SARSA,10,3600,39596,0.55,0.5,0.55,31.67,slippery
SARSA,10,3800,43700,0.17,0.3775251680686369,0.17,13.55,slippery
SARSA,10,4000,48607,0.39,0.4902071300001973,0.39,35.44,slippery
SARSA,10,4200,54644,0.59,0.4943110704237103,0.59,30.52,slippery
SARSA,10,4400,60205,0.45,0.5,0.45,29.34,slippery
SARSA,10,4600,66203,0.46,0.5009082659620331,0.46,32.07,slippery
SARSA,10,4800,71650,0.56,0.49888765156985887,0.56,29.7,slippery
SARSA,10,5000,76816,0.48,0.5021167315686782,0.48,32.2,slippery
SARSA,11,1,3,0.03,0.1714466079977653,0.03,6.63,slippery
SARSA,11,200,1378,0.04,0.19694638556693236,0.04,6.61,slippery
SARSA,11,400,2895,0.05,0.2190429135575903,0.05,5.93,slippery
SARSA,11,600,4405,0.13,0.33799766898963113,0.13,15.3,slippery
SARSA,11,800,5960,0.08,0.2726599243442907,0.08,11.46,slippery
SARSA,11,1000,7605,0.1,0.30151134457776363,0.1,13.91,slippery
SARSA,11,1200,9261,0.2,0.4020151261036849,0.2,22.55,slippery
SARSA,11,1400,11207,0.05,0.2190429135575903,0.05,7.31,slippery
SARSA,11,1600,13042,0.21,0.40936018074033237,0.21,10.22,slippery
SARSA,11,1800,14894,0.11,0.31446603773522014,0.11,8.38,slippery
SARSA,11,2000,16793,0.08,0.2726599243442907,0.08,9.39,slippery
SARSA,11,2200,18895,0.1,0.30151134457776363,0.1,8.43,slippery
SARSA,11,2400,21179,0.27,0.4461960433384737,0.27,24.08,slippery
SARSA,11,2600,23584,0.25,0.4351941398892446,0.25,23.88,slippery
SARSA,11,2800,26005,0.13,0.33799766898963113,0.13,12.47,slippery
SARSA,11,3000,28473,0.24,0.42923469599092784,0.24,19.78,slippery
SARSA,11,3200,31151,0.22,0.4163331998932266,0.22,17.84,slippery
SARSA,11,3400,34295,0.24,0.42923469599092784,0.24,14.98,slippery
SARSA,11,3600,38175,0.36,0.48241815132442184,0.36,28.01,slippery
SARSA,11,3800,42066,0.2,0.40201512610368484,0.2,23.6,slippery
SARSA,11,4000,46275,0.53,0.5016135580465918,0.53,32.23,slippery
SARSA,11,4200,53203,0.66,0.47609522856952335,0.66,37.12,slippery
SARSA,11,4400,60149,0.72,0.4512608598542129,0.72,37.73,slippery
SARSA,11,4600,65840,0.6,0.49236596391733095,0.6,43.75,slippery
SARSA,11,4800,71979,0.5,0.502518907629606,0.5,30.78,slippery
SARSA,11,5000,77473,0.35,0.4793724854411022,0.35,28.03,slippery
SARSA,12,1,41,0.02,0.14070529413628965,0.02,8.52,slippery
SARSA,12,200,1565,0.0,0.0,0.0,7.17,slippery
SARSA,12,400,3109,0.02,0.14070529413628968,0.02,14.84,slippery
SARSA,12,600,4639,0.03,0.17144660799776532,0.03,8.87,slippery
SARSA,12,800,6295,0.03,0.1714466079977653,0.03,7.85,slippery
SARSA,12,1000,7749,0.12,0.3265986323710904,0.12,8.51,slippery
SARSA,12,1200,9327,0.06,0.238683256575942,0.06,9.71,slippery
SARSA,12,1400,11005,0.25,0.4351941398892446,0.25,20.54,slippery
SARSA,12,1600,12772,0.14,0.34873508801977704,0.14,12.45,slippery
SARSA,12,1800,14624,0.2,0.4020151261036849,0.2,14.28,slippery
SARSA,12,2000,16690,0.48,0.5021167315686782,0.48,25.23,slippery
SARSA,12,2200,18833,0.19,0.3942772444036625,0.19,20.98,slippery
SARSA,12,2400,21136,0.26,0.44084400227680803,0.26,24.13,slippery
SARSA,12,2600,23675,0.16,0.3684529491774707,0.16,11.53,slippery
SARSA,12,2800,26236,0.09,0.2876234912646614,0.09,7.65,slippery
SARSA,12,3000,28785,0.31,0.46482319871173167,0.31,19.82,slippery
SARSA,12,3200,31860,0.12,0.3265986323710904,0.12,14.2,slippery
SARSA,12,3400,35082,0.67,0.47258156262526074,0.67,38.69,slippery
SARSA,12,3600,39388,0.78,0.4163331998932266,0.78,39.22,slippery
SARSA,12,3800,43984,0.41,0.4943110704237103,0.41,31.18,slippery
SARSA,12,4000,49120,0.38,0.4878317312145633,0.38,27.11,slippery
SARSA,12,4200,55884,0.68,0.4688261722621506,0.68,38.54,slippery
SARSA,12,4400,63013,0.82,0.3861229196653691,0.82,40.68,slippery
SARSA,12,4600,70328,0.76,0.42923469599092784,0.76,45.65,slippery
SARSA,12,4800,76095,0.57,0.4975698519562429,0.57,26.72,slippery
SARSA,12,5000,81961,0.45,0.5,0.45,28.07,slippery
SARSA,13,1,5,0.02,0.14070529413628968,0.02,7.33,slippery
SARSA,13,200,1351,0.06,0.238683256575942,0.06,6.66,slippery
SARSA,13,400,2859,0.04,0.19694638556693236,0.04,10.8,slippery
SARSA,13,600,4378,0.13,0.3379976689896311,0.13,11.97,slippery
SARSA,13,800,5902,0.21,0.40936018074033237,0.21,23.35,slippery
SARSA,13,1000,7613,0.42,0.4960449637488583,0.42,30.07,slippery
SARSA,13,1200,9268,0.4,0.49236596391733095,0.4,27.37,slippery
SARSA,13,1400,11095,0.4,0.49236596391733095,0.4,24.22,slippery
SARSA,13,1600,12876,0.11,0.31446603773522014,0.11,8.91,slippery
SARSA,13,1800,14839,0.16,0.3684529491774706,0.16,14.9,slippery
SARSA,13,2000,16718,0.58,0.49604496374885826,0.58,28.49,slippery
SARSA,13,2200,18739,0.47,0.5016135580465918,0.47,26.45,slippery
SARSA,13,2400,21139,0.34,0.47609522856952335,0.34,24.97,slippery
SARSA,13,2600,23466,0.26,0.44084400227680803,0.26,26.72,slippery
SARSA,13,2800,26144,0.13,0.3379976689896311,0.13,22.97,slippery
SARSA,13,3000,28882,0.15,0.3588702812826367,0.15,13.71,slippery
SARSA,13,3200,31728,0.21,0.40936018074033237,0.21,24.13,slippery
SARSA,13,3400,35034,0.27,0.44619604333847374,0.27,20.69,slippery
SARSA,13,3600,38615,0.74,0.44084400227680803,0.74,41.49,slippery
SARSA,13,3800,43006,0.4,0.49236596391733095,0.4,27.28,slippery
SARSA,13,4000,48142,0.55,0.5,0.55,34.03,slippery
SARSA,13,4200,53212,0.44,0.4988876515698589,0.44,29.3,slippery
SARSA,13,4400,60725,0.74,0.4408440022768081,0.74,37.56,slippery
SARSA,13,4600,66127,0.55,0.5,0.55,37.01,slippery
SARSA,13,4800,73048,0.83,0.3775251680686369,0.83,47.88,slippery
SARSA,13,5000,79813,0.7,0.4605661864718382,0.7,40.32,slippery
SARSA,14,1,11,0.01,0.09999999999999999,0.01,7.9,slippery
SARSA,14,200,1596,0.03,0.1714466079977653,0.03,6.98,slippery
SARSA,14,400,3108,0.11,0.31446603773522014,0.11,8.89,slippery
SARSA,14,600,4689,0.02,0.14070529413628968,0.02,6.5,slippery
SARSA,14,800,6202,0.13,0.3379976689896311,0.13,20.3,slippery
SARSA,14,1000,7972,0.12,0.32659863237109044,0.12,27.29,slippery
SARSA,14,1200,9711,0.41,0.4943110704237103,0.41,28.99,slippery
SARSA,14,1400,11492,0.2,0.4020151261036849,0.2,21.89,slippery
SARSA,14,1600,13243,0.32,0.4688261722621506,0.32,22.61,slippery
SARSA,14,1800,15251,0.19,0.3942772444036626,0.19,16.89,slippery
SARSA,14,2000,17218,0.05,0.2190429135575903,0.05,9.28,slippery
SARSA,14,2200,19200,0.1,0.30151134457776363,0.1,11.34,slippery
SARSA,14,2400,21484,0.18,0.38612291966536916,0.18,21.55,slippery
SARSA,14,2600,24036,0.58,0.49604496374885826,0.58,47.89,slippery
SARSA,14,2800,26438,0.42,0.4960449637488583,0.42,38.35,slippery
SARSA,14,3000,29197,0.26,0.44084400227680803,0.26,16.69,slippery
SARSA,14,3200,32125,0.3,0.46056618647183817,0.3,20.9,slippery
SARSA,14,3400,35812,0.14,0.34873508801977704,0.14,14.91,slippery
SARSA,14,3600,39595,0.35,0.4793724854411022,0.35,21.31,slippery
SARSA,14,3800,44148,0.16,0.3684529491774707,0.16,13.28,slippery
SARSA,14,4000,50001,0.51,0.5024183937956913,0.51,29.32,slippery
SARSA,14,4200,55999,0.69,0.4648231987117317,0.69,37.55,slippery
SARSA,14,4400,62825,0.75,0.4351941398892446,0.75,42.27,slippery
SARSA,14,4600,70762,0.71,0.4560480215720686,0.71,43.93,slippery
SARSA,14,4800,78357,0.7,0.4605661864718382,0.7,45.85,slippery
SARSA,14,5000,85820,0.69,0.4648231987117317,0.69,40.54,slippery
SARSA,15,1,2,0.02,0.14070529413628968,0.02,7.36,slippery
SARSA,15,200,1599,0.03,0.1714466079977653,0.03,8.82,slippery
SARSA,15,400,3114,0.07,0.2564323999762428,0.07,11.05,slippery
SARSA,15,600,4667,0.18,0.38612291966536916,0.18,15.29,slippery
SARSA,15,800,6263,0.11,0.31446603773522014,0.11,7.36,slippery
SARSA,15,1000,7929,0.13,0.33799766898963113,0.13,10.57,slippery
SARSA,15,1200,9765,0.14,0.348735088019777,0.14,14.7,slippery
SARSA,15,1400,11470,0.1,0.30151134457776363,0.1,10.27,slippery
SARSA,15,1600,13314,0.1,0.30151134457776363,0.1,16.54,slippery
SARSA,15,1800,15192,0.1,0.30151134457776363,0.1,10.38,slippery
SARSA,15,2000,17033,0.06,0.23868325657594203,0.06,10.91,slippery
SARSA,15,2200,19200,0.12,0.32659863237109044,0.12,7.72,slippery
SARSA,15,2400,21274,0.36,0.48241815132442184,0.36,24.55,slippery
SARSA,15,2600,23587,0.44,0.4988876515698589,0.44,32.67,slippery
SARSA,15,2800,26161,0.17,0.3775251680686369,0.17,12.48,slippery
SARSA,15,3000,28894,0.3,0.4605661864718382,0.3,25.8,slippery
SARSA,15,3200,32054,0.19,0.3942772444036626,0.19,18.39,slippery
SARSA,15,3400,35062,0.77,0.4229525846816507,0.77,39.24,slippery
SARSA,15,3600,38578,0.33,0.4725815626252608,0.33,23.66,slippery
SARSA,15,3800,42841,0.46,0.5009082659620331,0.46,32.73,slippery
SARSA,15,4000,47385,0.43,0.497569851956243,0.43,27.68,slippery
SARSA,15,4200,52081,0.4,0.49236596391733095,0.4,28.11,slippery
SARSA,15,4400,58346,0.4,0.49236596391733095,0.4,28.44,slippery
SARSA,15,4600,64420,0.74,0.44084400227680803,0.74,44.05,slippery
SARSA,15,4800,71788,0.47,0.5016135580465918,0.47,33.01,slippery
SARSA,15,5000,79602,0.7,0.4605661864718382,0.7,44.12,slippery
SARSA,16,1,4,0.01,0.09999999999999999,0.01,7.13,slippery
SARSA,16,200,1544,0.03,0.1714466079977653,0.03,7.89,slippery
SARSA,16,400,3065,0.02,0.14070529413628968,0.02,5.76,slippery
SARSA,16,600,4590,0.07,0.25643239997624273,0.07,7.65,slippery
SARSA,16,800,6220,0.14,0.348735088019777,0.14,19.08,slippery
SARSA,16,1000,7959,0.06,0.23868325657594203,0.06,12.8,slippery
SARSA,16,1200,9751,0.08,0.2726599243442907,0.08,9.66,slippery
SARSA,16,1400,11424,0.12,0.3265986323710904,0.12,8.96,slippery
SARSA,16,1600,13142,0.2,0.4020151261036849,0.2,15.61,slippery
SARSA,16,1800,15118,0.19,0.3942772444036625,0.19,19.35,slippery
SARSA,16,2000,17229,0.04,0.19694638556693236,0.04,6.09,slippery
SARSA,16,2200,19388,0.04,0.19694638556693236,0.04,9.89,slippery
SARSA,16,2400,21457,0.14,0.34873508801977704,0.14,13.17,slippery
SARSA,16,2600,23746,0.66,0.47609522856952335,0.66,40.83,slippery
SARSA,16,2800,26499,0.18,0.38612291966536916,0.18,18.28,slippery
SARSA,16,3000,29560,0.64,0.4824181513244218,0.64,40.4,slippery
SARSA,16,3200,32824,0.37,0.48523658709390977,0.37,34.94,slippery
SARSA,16,3400,36268,0.33,0.4725815626252608,0.33,21.91,slippery
SARSA,16,3600,40101,0.25,0.4351941398892446,0.25,25.27,slippery
SARSA,16,3800,44300,0.45,0.5,0.45,31.95,slippery
SARSA,16,4000,50641,0.41,0.4943110704237103,0.41,27.65,slippery
SARSA,16,4200,55154,0.51,0.5024183937956913,0.51,28.68,slippery
SARSA,16,4400,60458,0.44,0.4988876515698589,0.44,31.72,slippery
SARSA,16,4600,66200,0.5,0.502518907629606,0.5,29.12,slippery
SARSA,16,4800,71682,0.45,0.5,0.45,29.53,slippery
SARSA,16,5000,78296,0.38,0.48783173121456336,0.38,31.44,slippery
SARSA,17,1,3,0.02,0.14070529413628968,0.02,7.95,slippery
SARSA,17,200,1298,0.02,0.14070529413628965,0.02,6.54,slippery
SARSA,17,400,2875,0.16,0.3684529491774707,0.16,12.56,slippery
SARSA,17,600,4431,0.07,0.2564323999762428,0.07,9.4,slippery
SARSA,17,800,5882,0.08,0.27265992434429076,0.08,6.25,slippery
SARSA,17,1000,7584,0.23,0.42295258468165076,0.23,31.61,slippery
SARSA,17,1200,9242,0.25,0.4351941398892446,0.25,24.52,slippery
SARSA,17,1400,10997,0.13,0.3379976689896311,0.13,13.04,slippery
SARSA,17,1600,12949,0.2,0.4020151261036849,0.2,20.36,slippery
SARSA,17,1800,14883,0.08,0.2726599243442907,0.08,7.18,slippery
SARSA,17,2000,16776,0.16,0.3684529491774706,0.16,10.53,slippery
SARSA,17,2200,18610,0.09,0.2876234912646614,0.09,11.99,slippery
SARSA,17,2400,20498,0.13,0.33799766898963113,0.13,15.88,slippery
SARSA,17,2600,22549,0.15,0.3588702812826367,0.15,13.1,slippery
SARSA,17,2800,25011,0.19,0.3942772444036626,0.19,16.51,slippery
SARSA,17,3000,27748,0.53,0.5016135580465918,0.53,30.78,slippery
SARSA,17,3200,30475,0.45,0.5,0.45,23.86,slippery
SARSA,17,3400,34143,0.42,0.49604496374885826,0.42,37.41,slippery
SARSA,17,3600,37924,0.33,0.4725815626252608,0.33,28.52,slippery
SARSA,17,3800,42522,0.69,0.46482319871173167,0.69,43.21,slippery
SARSA,17,4000,48152,0.64,0.4824181513244218,0.64,41.14,slippery
SARSA,17,4200,55526,0.7,0.4605661864718382,0.7,37.95,slippery
SARSA,17,4400,62505,0.71,0.4560480215720686,0.71,38.66,slippery
SARSA,17,4600,69329,0.46,0.5009082659620331,0.46,28.65,slippery
SARSA,17,4800,75864,0.2,0.4020151261036849,0.2,15.18,slippery
SARSA,17,5000,80903,0.38,0.4878317312145634,0.38,22.83,slippery
SARSA,18,1,17,0.02,0.14070529413628968,0.02,7.77,slippery
SARSA,18,200,1571,0.01,0.09999999999999999,0.01,6.68,slippery
SARSA,18,400,3149,0.14,0.348735088019777,0.14,24.05,slippery
SARSA,18,600,4668,0.01,0.09999999999999999,0.01,5.8,slippery
SARSA,18,800,6359,0.13,0.33799766898963113,0.13,16.59,slippery
SARSA,18,1000,8044,0.15,0.3588702812826367,0.15,8.72,slippery
SARSA,18,1200,9745,0.07,0.2564323999762428,0.07,7.44,slippery
SARSA,18,1400,11436,0.33,0.4725815626252608,0.33,28.79,slippery
SARSA,18,1600,13182,0.27,0.4461960433384737,0.27,23.04,slippery
SARSA,18,1800,15211,0.27,0.44619604333847374,0.27,24.1,slippery
SARSA,18,2000,17257,0.09,0.2876234912646614,0.09,7.76,slippery
SARSA,18,2200,19286,0.13,0.33799766898963113,0.13,22.3,slippery
SARSA,18,2400,21471,0.12,0.3265986323710904,0.12,13.04,slippery
SARSA,18,2600,23773,0.44,0.4988876515698589,0.44,27.75,slippery
SARSA,18,2800,26213,0.51,0.5024183937956914,0.51,35.97,slippery
SARSA,18,3000,28934,0.22,0.41633319989322654,0.22,21.05,slippery
SARSA,18,3200,31412,0.13,0.3379976689896311,0.13,10.52,slippery
SARSA,18,3400,34246,0.17,0.3775251680686369,0.17,18.1,slippery
SARSA,18,3600,38113,0.73,0.4461960433384737,0.73,42.73,slippery
SARSA,18,3800,43592,0.67,0.4725815626252609,0.67,40.26,slippery
SARSA,18,4000,47888,0.41,0.4943110704237103,0.41,25.66,slippery
SARSA,18,4200,53234,0.42,0.49604496374885826,0.42,25.1,slippery
SARSA,18,4400,58593,0.41,0.4943110704237103,0.41,26.27,slippery
SARSA,18,4600,65538,0.38,0.48783173121456336,0.38,34.52,slippery
SARSA,18,4800,71461,0.48,0.5021167315686782,0.48,35.61,slippery
SARSA,18,5000,78082,0.41,0.4943110704237103,0.41,28.46,slippery
SARSA,19,1,3,0.01,0.09999999999999999,0.01,6.83,slippery
SARSA,19,200,1501,0.07,0.2564323999762428,0.07,9.35,slippery
SARSA,19,400,3091,0.14,0.34873508801977704,0.14,8.12,slippery
SARSA,19,600,4597,0.06,0.238683256575942,0.06,7.66,slippery
SARSA,19,800,6003,0.16,0.3684529491774707,0.16,9.82,slippery
SARSA,19,1000,7584,0.07,0.2564323999762428,0.07,9.49,slippery
SARSA,19,1200,9261,0.23,0.42295258468165076,0.23,19.24,slippery
SARSA,19,1400,10956,0.12,0.32659863237109044,0.12,12.29,slippery
SARSA,19,1600,12762,0.22,0.4163331998932266,0.22,15.06,slippery
SARSA,19,1800,14677,0.12,0.32659863237109044,0.12,11.59,slippery
SARSA,19,2000,16713,0.13,0.33799766898963113,0.13,14.89,slippery
SARSA,19,2200,18732,0.6,0.49236596391733095,0.6,37.66,slippery
SARSA,19,2400,20770,0.41,0.49431107042371025,0.41,32.96,slippery
SARSA,19,2600,23215,0.49,0.5024183937956913,0.49,32.42,slippery
SARSA,19,2800,25537,0.68,0.4688261722621507,0.68,42.84,slippery
SARSA,19,3000,28103,0.27,0.4461960433384738,0.27,20.61,slippery
SARSA,19,3200,31090,0.5,0.502518907629606,0.5,34.13,slippery
SARSA,19,3400,34379,0.4,0.49236596391733095,0.4,24.8,slippery
SARSA,19,3600,38238,0.43,0.497569851956243,0.43,30.17,slippery
SARSA,19,3800,42905,0.52,0.5021167315686782,0.52,31.5,slippery
SARSA,19,4000,48557,0.56,0.4988876515698589,0.56,28.96,slippery
SARSA,19,4200,54380,0.33,0.4725815626252608,0.33,21.3,slippery
SARSA,19,4400,58951,0.56,0.49888765156985887,0.56,31.87,slippery
SARSA,19,4600,65532,0.54,0.5009082659620331,0.54,30.11,slippery
SARSA,19,4800,72828,0.41,0.4943110704237103,0.41,37.53,slippery
SARSA,19,5000,79321,0.75,0.4351941398892446,0.75,42.31,slippery
SARSA,20,1,8,0.0,0.0,0.0,7.6,slippery
SARSA,20,200,1604,0.03,0.1714466079977653,0.03,8.27,slippery
SARSA,20,400,3114,0.01,0.09999999999999999,0.01,8.26,slippery
SARSA,20,600,4605,0.03,0.1714466079977653,0.03,10.11,slippery
SARSA,20,800,6244,0.05,0.2190429135575903,0.05,8.51,slippery
SARSA,20,1000,7740,0.24,0.42923469599092784,0.24,24.66,slippery
SARSA,20,1200,9331,0.05,0.2190429135575903,0.05,7.29,slippery
SARSA,20,1400,11014,0.19,0.3942772444036626,0.19,12.08,slippery
SARSA,20,1600,12978,0.26,0.4408440022768081,0.26,19.56,slippery
SARSA,20,1800,14898,0.09,0.2876234912646614,0.09,14.28,slippery
SARSA,20,2000,17023,0.14,0.348735088019777,0.14,15.06,slippery
SARSA,20,2200,19299,0.25,0.4351941398892446,0.25,23.46,slippery
